Player,Position,Team,Shot Index,PSA Index,Passing Index,Entry Index,Danger Pass Index,Danger Shot Index,Takeaways Index,Puck Recovery Index
Emma Nuutinen,F,Olympic (Women) - Finland,0.0101010101010101,0.0202020202020202,0.036482334869431636,0.03755868544600939,0.05769230769230769,0.008333333333333333,0.003401360544217687,0.08321024126046282
Noora Tulus,F,Olympic (Women) - Finland,0.06313131313131314,0.40909090909090906,0.5234254992319508,0.08450704225352113,0.05769230769230769,0.03333333333333333,0.03061224489795918,0.2171344165435746
Tanja Niskanen,F,Olympic (Women) - Finland,0.09090909090909091,0.0202020202020202,0.08294930875576037,0.11502347417840375,0.0,0.075,0.03061224489795918,0.19694731659281142
Susanna Tapani,F,Olympic (Women) - Finland,0.3055555555555555,0.611111111111111,1.2549923195084487,1.136150234741784,0.5192307692307693,0.6749999999999999,0.3401360544217687,1.4894140817331365
Riikka Sallinen,F,Olympic (Women) - Finland,0.0404040404040404,0.12626262626262627,0.5088325652841781,0.11502347417840375,0.23076923076923075,0.13333333333333333,0.08503401360544217,0.7109798129000492
Michelle Karvinen,F,Olympic (Women) - Finland,0.5681818181818181,0.18181818181818182,1.5618279569892473,0.8474178403755868,0.6410256410256411,0.03333333333333333,0.16666666666666666,1.1344165435745939
Petra Nieminen,F,Olympic (Women) - Finland,0.25252525252525254,0.0808080808080808,0.24577572964669736,0.6784037558685446,0.006410256410256411,0.3,0.3401360544217687,0.47316592811422936
Sara Sakkinen,F,Olympic (Women) - Finland,0.030303030303030304,0.0,0.010368663594470046,0.06338028169014084,0.019230769230769232,0.0,0.0,0.03692762186115214
Saila Saari,F,Olympic (Women) - Finland,0.0,0.015151515151515152,-0.0034562211981566822,0.0,0.0,0.0,0.04081632653061224,0.005908419497784343
Dani Cameranesi,F,Olympic (Women) - United States,0.15084117479327058,0.2179930795847751,0.3454212454212454,0.35679442508710807,0.135623869801085,0.12509252405625462,0.08716707021791768,0.7704954454565652
Brianna Decker,F,Olympic (Women) - United States,0.34930139720558884,0.5714285714285714,1.4954212454212457,0.705574912891986,0.21760096443640747,0.16654330125832714,0.5447941888619854,0.9124638969117974
Kendall Coyne Schofield,F,Olympic (Women) - United States,0.45623039635015683,0.12654473554127532,0.47271062271062275,1.1721254355400694,0.47257383966244726,0.26720947446336046,0.1961259079903148,1.2903799155743167
Hannah Brandt,F,Olympic (Women) - United States,0.07485029940119761,0.11303344867358708,0.38461538461538464,0.07967479674796749,0.20323488045007032,0.10449050086355786,0.1016949152542373,0.624243995161569
Kelly Pannek,F,Olympic (Women) - United States,0.1277445109780439,0.3814878892733564,0.4430288461538462,0.3225609756097561,0.17827004219409284,0.10492227979274611,0.06779661016949153,0.43597719025401765
Monique Lamoureux,F,Olympic (Women) - United States,0.08083832335329341,0.0847750865051903,0.2653846153846154,0.12195121951219512,0.03375527426160337,0.023316062176165803,0.03389830508474576,0.08398133748055989
Meghan Duggan,F,Olympic (Women) - United States,0.035928143712574856,0.02768166089965398,0.038461538461538464,0.01951219512195122,0.0189873417721519,0.06476683937823834,0.07627118644067797,0.03732503888024884
Amanda Pelkey,F,Olympic (Women) - United States,0.02554890219560878,0.0,0.015576923076923078,0.04878048780487805,0.013502109704641349,0.00932642487046632,0.003389830508474576,0.029963711767755315
Gigi Marvin,F,Olympic (Women) - United States,0.040419161676646706,0.04238754325259515,0.036458333333333336,0.11951219512195123,0.00949367088607595,0.06347150259067356,0.009533898305084746,0.06855883877656817
Hilary Knight,F,Olympic (Women) - United States,0.6569717707442259,0.28472565496786945,0.8901098901098903,0.6745644599303136,0.4394213381555154,0.3915618060695781,0.02179176755447942,0.8478856550396208
Amanda Kessel,F,Olympic (Women) - United States,0.17821499857428003,0.36035590706870985,0.4770604395604396,0.4515679442508711,0.17420132610006028,0.18948926720947448,0.11864406779661017,0.43908761016070497
Jocelyne Lamoureux,F,Olympic (Women) - United States,0.08083832335329341,0.06228373702422145,0.1783653846153846,0.1475609756097561,0.1350210970464135,0.06476683937823834,0.00847457627118644,0.0935717988595127
Haley Skarupa,F,Olympic (Women) - United States,0.00998003992015968,0.0,0.0030769230769230774,0.001951219512195122,0.003375527426160337,0.00932642487046632,0.003389830508474576,0.005080352514256091
Viktoria Kulishova,F,Olympic (Women) - Olympic Athletes from Russia,0.0,0.0,-0.03333333333333333,0.016129032258064516,0.0625,0.0,0.017241379310344827,0.06157635467980296
Yekaterina Likhachyova,F,Olympic (Women) - Olympic Athletes from Russia,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.03940886699507389
Kayla Nielsen,F,St. Lawrence Saints,0.5102040816326531,0.5568181818181818,0.5859375,0.19565217391304346,0.1,0.5697674418604651,0.12121212121212122,0.5545073375262055
Justine Reyes,F,St. Lawrence Saints,0.6173469387755102,0.28409090909090906,0.1875,1.065217391304348,0.5444444444444445,0.41860465116279066,0.1893939393939394,1.0073375262054507
Cassidy Vinkle,F,Clarkson Golden Knights,0.1711229946524064,0.07547169811320754,0.24230769230769234,0.2682119205298013,0.21686746987951805,0.18656716417910446,0.3181818181818182,0.50625
Taylar Cianfarano,F,Clarkson Golden Knights,0.3235294117647059,0.1179245283018868,0.43124999999999997,0.847682119205298,0.0963855421686747,0.47761194029850745,0.23376623376623376,0.625
Rachael Smith,F,St. Lawrence Saints,0.7346938775510203,0.28409090909090906,0.3076171875,0.9184782608695652,0.2777777777777778,0.29069767441860467,0.2727272727272727,0.8815513626834381
Kelly Mariani,F,Clarkson Golden Knights,0.0427807486631016,0.07547169811320754,0.5923076923076923,0.33112582781456956,0.05421686746987951,0.007462686567164179,0.3181818181818182,0.50625
Kalie Grant,F,St. Lawrence Saints,0.12755102040816327,0.10227272727272727,0.3173828125,0.266304347826087,0.1,0.29069767441860467,0.1893939393939394,0.7641509433962265
Loren Gabel,F,Clarkson Golden Knights,1.8302139037433156,0.46226415094339623,1.6990384615384615,0.9536423841059603,1.0873493975903614,0.9552238805970149,0.02922077922077922,1.6531250000000002
Nadine Edney,F,St. Lawrence Saints,0.5102040816326531,1.9204545454545456,0.98828125,0.657608695652174,0.4,0.29069767441860467,0.2727272727272727,1.0073375262054507
Maggie McLaughlin,F,St. Lawrence Saints,0.5102040816326531,0.045454545454545456,-0.203125,0.19565217391304346,0.044444444444444446,0.41860465116279066,0.030303030303030304,0.6037735849056605
Steph Keryluk,F,St. Lawrence Saints,0.32653061224489793,0.011363636363636364,0.4189453125,0.19565217391304346,0.2777777777777778,0.046511627906976744,0.030303030303030304,0.33962264150943394
Michala Pejzlova,F,Clarkson Golden Knights,0.09625668449197862,0.5707547169811321,1.4942307692307693,0.33112582781456956,0.4879518072289157,0.26865671641791045,0.05844155844155844,1.4694444444444443
Elizabeth Giguere,F,Clarkson Golden Knights,0.7727272727272727,0.169811320754717,0.36923076923076925,1.195364238410596,1.0180722891566265,0.9029850746268657,0.05844155844155844,0.50625
Taylor Sawka,F,Clarkson Golden Knights,0.0,0.0047169811320754715,0.0,0.0,0.006024096385542169,0.0,0.006493506493506494,0.002777777777777778
Morgan Helgeson,F,Clarkson Golden Knights,0.024064171122994655,0.04245283018867925,0.2692307692307693,0.052980132450331126,0.006024096385542169,0.06716417910447761,0.0,0.17777777777777778
Kristy Pidgeon,F,Clarkson Golden Knights,0.26737967914438504,0.1179245283018868,0.25240384615384615,0.2119205298013245,0.05421686746987951,0.11940298507462686,0.05844155844155844,0.8506944444444444
Charlea Pedersen,F,St. Lawrence Saints,0.00510204081632653,0.0,0.10546875,0.048913043478260865,0.044444444444444446,0.0,0.12121212121212122,0.30293501048218024
Tia Stoddard,F,Clarkson Golden Knights,0.06684491978609626,0.018867924528301886,0.04230769230769231,0.0033112582781456954,0.024096385542168676,0.029850746268656716,0.05844155844155844,0.25069444444444444
Jessica Poirier,F,St. Lawrence Saints,0.02040816326530612,0.0,0.1025390625,0.0,0.044444444444444446,0.011627906976744186,0.12121212121212122,0.33962264150943394
Natalie Wozney,F,St. Lawrence Saints,0.18367346938775508,0.011363636363636364,0.03515625,0.048913043478260865,0.044444444444444446,0.18604651162790697,0.12121212121212122,0.26834381551362685
Stephanie Voge,F,St. Lawrence Saints,0.0,0.0,-0.001953125,0.0,0.0,0.0,0.0,0.01886792452830189
Brittany Howard,F,Olympic (Women) - Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003869969040247678
Rebecca Leslie,F,Olympic (Women) - Canada,0.004431314623338257,0.0,0.017,0.005253940455341506,0.003499562554680665,0.010135135135135136,0.023084025854108958,0.06243550051599587
Hayley Scamurra,F,Olympic (Women) - United States,0.04830339321357286,0.0027681660899653983,0.09435897435897436,0.012195121951219513,0.02109704641350211,0.05077720207253885,0.04152542372881356,0.20072576464489375
Jamie Lee Rattray,F,Olympic (Women) - Canada,0.014475627769571639,0.01899736147757256,0.0322,0.028371278458844133,0.01889763779527559,0.024324324324324326,0.02714681440443213,0.04094427244582043
Dana Trivigno,F,Olympic (Women) - United States,0.010645375914836991,0.0011534025374855825,0.011538461538461539,0.0008130081300813008,0.0014064697609001405,0.0017271157167530226,0.005649717514124294,0.017280110592707794
Alex Carpenter,F,Olympic (Women) - United States,0.10219560878243512,0.06920415224913495,0.298974358974359,0.15804878048780488,0.06835443037974684,0.14922279792746113,0.05423728813559322,0.4380508035251426
Zoe Hickel,F,Olympic (Women) - United States,0.0,0.0011534025374855825,0.0,0.007317073170731708,0.0014064697609001405,0.0,0.0014124293785310734,0.002764817694833247
Ann-Sophie Bettez,F,Olympic (Women) - Canada,0.04254062038404727,0.06385224274406333,0.2068,0.06865148861646235,0.04251968503937008,0.05472972972972974,0.0554016620498615,0.17832817337461299
Victoria Bach,F,Olympic (Women) - Canada,0.01772525849335303,0.0035180299032541774,-0.012999999999999996,0.07063631056625802,0.021872265966754154,0.0045045045045045045,0.07479224376731303,0.056888544891640865
Annie Pankowski,F,Olympic (Women) - United States,0.1686626746506986,0.0017301038062283738,0.14471153846153845,0.09878048780487804,0.0759493670886076,0.04145077720207254,0.00847457627118644,0.18895800933125972
Jesse Compher,F,Olympic (Women) - United States,0.0249500998003992,0.015570934256055362,0.03461538461538462,0.01951219512195122,0.03375527426160337,0.023316062176165803,0.019067796610169493,0.04380508035251426
Melissa Samoskevich,F,Olympic (Women) - United States,0.0,0.0,0.017948717948717947,0.0024390243902439024,0.016877637130801686,0.0,0.0,0.025401762571280455
Sydney Brodt,F,Olympic (Women) - United States,0.035928143712574856,0.006920415224913495,0.010256410256410256,0.03048780487804878,0.0,0.023316062176165803,0.019067796610169493,0.02592016588906169
Elisa Holopainen,F,Olympic (Women) - Finland,0.03409090909090909,0.030303030303030304,0.0017281105990783411,0.014084507042253521,0.0,0.0,0.02040816326530612,0.01846381093057607
Viivi Vainikka,F,Olympic (Women) - Finland,0.003787878787878788,0.06818181818181818,0.025921658986175114,0.03169014084507042,0.0,0.0,0.04591836734693877,0.047267355982274745
Jillian Dempsey,F,Boston Pride,0.20425531914893616,0.16592920353982302,0.3469276780859163,0.13170731707317074,0.11878787878787879,0.2559241706161138,0.3333333333333333,0.48053392658509453
McKenna Brand,F,Boston Pride,0.9194528875379939,0.6074589127686473,1.1074341645304122,0.802787456445993,0.2748051948051948,0.3581584292484767,0.02892561983471074,0.9789448593675513
Tereza Vanisova,F,Boston Pride,0.2735562310030395,0.5689001264222503,1.0381612677697507,1.254355400696864,0.531948051948052,0.2708192281651997,0.17060212514757972,1.0691244239631337
Samantha Davis,F,Boston Pride,0.35136778115501516,0.5689001264222503,0.6908063388487531,0.8710801393728222,0.35116883116883113,0.49356804333107646,0.19126328217237307,0.9789448593675513
Stephanie Anderson,F,Minnesota Whitecaps,0.36,0.3840909090909091,0.7600393700787402,0.32160804020100503,0.325,0.4225,0.597682119205298,0.9268795056642637
Meghan Lorence,F,Minnesota Whitecaps,0.49000000000000005,0.5818181818181818,0.8834645669291339,0.5540201005025126,0.49230769230769234,0.4225,0.20033112582781457,0.7232234809474768
Taylor Wenczkowski,F,Boston Pride,0.3939209726443769,0.0404551201011378,0.4371358657655558,0.15365853658536585,0.04207792207792208,0.2985781990521327,0.04781582054309327,0.6435722231050374
Allie Thunstrom,F,Minnesota Whitecaps,0.8711111111111111,0.14545454545454545,0.28523622047244096,1.1306532663316582,0.27692307692307694,0.5625,0.32450331125827814,0.836508753861998
Nina Rodgers,F,Minnesota Whitecaps,0.3211111111111111,0.18409090909090908,0.415748031496063,0.08040201005025126,0.12307692307692308,0.20249999999999999,0.27980132450331124,0.5932028836251287
Christina Putigna,F,Boston Pride,0.41610942249240124,0.1618204804045512,0.4308436261943603,0.37944250871080143,0.5657142857142857,0.17332430602572785,0.11570247933884296,0.8266327665660257
Haylea Schmid,F,Minnesota Whitecaps,0.12,0.04848484848484848,0.10498687664041996,0.10720268006700168,0.06410256410256411,0.12,0.2207505518763797,0.25025746652935116
Lexie Laing,F,Boston Pride,0.160790273556231,0.05120101137800253,0.20443952458634349,0.13937282229965156,0.2290909090909091,0.17332430602572785,0.17060212514757972,0.43508660416335615
Mary Parker,F,Boston Pride,0.05319148936170213,0.05420353982300885,0.09787928221859706,0.11951219512195123,0.07363636363636364,0.010663507109004738,0.0371900826446281,0.1903503893214683
Tori Sullivan,F,Boston Pride,0.051367781155015196,0.18268015170670038,0.4159869494290375,0.078397212543554,0.04207792207792208,0.06770480704129993,0.11570247933884296,0.2672811059907834
Carlee Turner,F,Boston Pride,0.160790273556231,0.0404551201011378,0.16109298531810767,0.1393728222996516,0.0748051948051948,0.05484089370345295,0.11570247933884296,0.31535038932146836
Meaghan Rickard,F,Boston Pride,0.09848024316109423,0.01011378002528445,0.02330459100442788,0.12578397212543552,0.0187012987012987,0.15233581584292485,0.08500590318772137,0.1830605434609884
Meghara McManus,F,Boston Pride,0.17507598784194528,0.02275600505689001,0.01031228151945934,0.4027874564459931,0.15012987012987014,0.2193635748138118,0.17060212514757972,0.20665819164150642
Haley Mack,F,Minnesota Whitecaps,0.18777777777777777,1.4204545454545454,0.6023622047244095,0.9849246231155779,0.6942307692307693,0.20249999999999999,0.026490066225165563,0.8962409886714726
Jonna Curtis,F,Minnesota Whitecaps,0.4444444444444445,0.275,0.3700787401574803,1.2072864321608041,0.8480769230769232,0.25,0.16556291390728478,1.3347064881565396
Audra Richards,F,Minnesota Whitecaps,0.21777777777777776,0.03636363636363636,0.010433070866141732,0.24623115577889448,0.15576923076923077,0.25,0.041390728476821195,0.6696704428424305
Meaghan Pezon,F,Minnesota Whitecaps,0.07111111111111111,0.08181818181818182,0.5984251968503937,0.04522613065326633,0.01730769230769231,0.0625,0.13410596026490065,0.49845520082389283
Brooke White,F,Minnesota Whitecaps,0.0,0.0022727272727272726,0.006496062992125984,0.020100502512562814,0.0019230769230769232,0.0,0.006622516556291391,0.02085478887744593
Kayla Friesen,F,Connecticut Whale,0.643552311435523,0.1683848797250859,0.11022286821705429,0.25396825396825395,0.5536723163841808,0.18233618233618235,0.24444444444444444,1.0781671159029649
Nicole Guagliardo,F,Connecticut Whale,0.08941605839416059,0.04639175257731959,0.11446220930232558,0.12962962962962962,0.15254237288135594,0.038461538461538464,0.012121212121212121,0.2587601078167116
Erin Gehen,F,Buffalo Beauts,0.18305084745762712,0.3177966101694915,0.23037357877639414,0.36421911421911424,0.14285714285714285,0.09195402298850575,0.12860892388451442,0.7588675919806125
Jordan Juron,F,Buffalo Beauts,0.4751412429378531,0.2033898305084746,0.36202851470853636,0.393939393939394,0.14285714285714285,0.3232758620689655,0.28937007874015747,0.9941617096276713
Janine Weber,F,Connecticut Whale,0.7673357664233577,0.12628865979381443,0.30505087209302323,0.3386243386243386,0.211864406779661,0.7713675213675214,0.09696969696969697,0.7044025157232705
Emma Vlasic,F,Connecticut Whale,0.20529197080291972,0.3711340206185567,0.5232558139534884,0.13227513227513227,0.05296610169491525,0.3076923076923077,0.21818181818181817,0.8634321653189577
Katelynn Russ,F,Connecticut Whale,0.6167883211678832,0.09278350515463918,0.12718023255813954,0.2976190476190476,0.4152542372881356,0.3611111111111111,0.18333333333333332,0.7044025157232705
Alyssa Wohlfeiler,F,Connecticut Whale,0.5255474452554745,0.7448453608247422,1.2427325581395348,0.8267195767195766,0.211864406779661,0.6923076923076923,0.09696969696969697,0.6073674752920036
Autumn MacDougall,F,Buffalo Beauts,0.18305084745762712,0.0692090395480226,0.24697707994946766,0.393939393939394,0.3968253968253968,0.20689655172413793,0.032152230971128605,0.6531174267459793
Brooke Stacey,F,Buffalo Beauts,0.3254237288135593,0.0692090395480226,0.19301570113697888,0.3082750582750583,0.06349206349206349,0.28160919540229884,0.032152230971128605,0.3332231769112139
Kayla Meneghin,F,Buffalo Beauts,0.004519774011299434,0.025423728813559324,-0.02616856163147447,0.11655011655011656,0.09722222222222221,0.0028735632183908046,0.005249343832020997,0.06367041198501873
Hunter Accursi,F,Buffalo Beauts,0.027683615819209043,0.0014124293785310734,0.014889009204114775,0.02097902097902098,0.015873015873015872,0.022988505747126436,0.005905511811023622,0.12734082397003746
Grace Klienbach,F,Connecticut Whale,0.058394160583941604,0.023195876288659795,0.06177325581395349,0.03306878306878307,0.00847457627118644,0.05341880341880342,0.024242424242424242,0.1518418688230009
Sarah Schwenzfeier,F,Connecticut Whale,0.13138686131386862,0.002577319587628866,0.0,0.22354497354497355,0.05296610169491525,0.05341880341880342,0.18333333333333332,0.5175202156334232
Kaycie Anderson,F,Connecticut Whale,0.17883211678832117,0.041237113402061855,-0.021257267441860465,0.08465608465608465,0.05296610169491525,0.2136752136752137,0.013636363636363636,0.3243486073674753
Maddie Bishop,F,Connecticut Whale,0.014598540145985401,0.023195876288659795,0.00872093023255814,0.03306878306878307,0.00847457627118644,0.0,0.03787878787878788,0.05053908355795148
Amanda Conway,F,Connecticut Whale,0.09124087591240876,0.041237113402061855,0.006359011627906977,0.08465608465608465,0.019067796610169493,0.1047008547008547,0.013636363636363636,0.1293800539083558
Iveta Klimasova,F,Buffalo Beauts,0.08135593220338982,0.05084745762711865,0.0,0.07051282051282051,0.03571428571428571,0.03591954022988506,0.016404199475065617,0.26448556950870233
Mackenzie Lancaster,F,Connecticut Whale,0.14720194647201945,0.0859106529209622,0.32558139534883723,0.4514991181657848,0.07062146892655367,0.1396011396011396,0.01818181818181818,0.4324648098233004
Neve Van Pelt,F,Buffalo Beauts,0.024406779661016946,0.027118644067796613,0.008662696264212243,0.017482517482517484,0.019047619047619046,0.006896551724137931,0.06377952755905511,0.1908790482485129
Kristin Lewicki,F,Buffalo Beauts,0.24915254237288137,0.40819209039548027,0.4695000902364194,0.4248251748251748,0.28670634920634924,0.6336206896551725,0.18963254593175857,0.7772637144745539
Cassidy MacPherson,F,Buffalo Beauts,0.203954802259887,0.2768361581920904,0.47726042230644294,0.4248251748251748,0.35813492063492064,0.09195402298850575,0.26246719160104987,0.9323639568186826
Shiann Darkangelo,F,Toronto Six,0.4909090909090909,0.49603174603174605,1.4569130883871921,0.5171717171717173,0.8843669250645996,0.313953488372093,0.36432506887052346,2.0118397085610202
Madison Packer,F,Metropolitan Riveters,0.45180722891566266,0.3875968992248062,1.55852417302799,0.5505376344086022,0.7179487179487181,0.46948356807511743,0.5681818181818182,1.335036185610898
Emma Woods,F,Toronto Six,0.44545454545454544,0.14404761904761906,1.0098494909251883,0.33409090909090905,0.3498062015503876,0.05232558139534883,0.1487603305785124,0.4426229508196722
Emily Janiga,F,Metropolitan Riveters,0.1285140562248996,0.03488372093023256,0.1714376590330789,0.3096774193548387,0.09157509157509158,0.07511737089201878,0.42676767676767674,0.5517241379310345
Kelly Babstock,F,Metropolitan Riveters,0.39357429718875503,0.24806201550387597,0.2862595419847329,0.6967741935483871,0.4432234432234432,0.46948356807511743,0.2045454545454545,0.5214985100042572
Jayne Lewis,F,Metropolitan Riveters,0.018072289156626505,0.0,-0.006679389312977093,0.002150537634408602,0.0036630036630036634,0.004694835680751174,0.0,0.06130268199233716
Breanne Wilson-Bennett,F,Toronto Six,0.3640151515151515,0.3841269841269841,0.5754758742806552,0.31565656565656564,0.2583979328165375,0.4689922480620155,0.4304407713498623,1.1585711394454563
Kendall Cornine,F,Metropolitan Riveters,0.2429718875502008,0.24806201550387597,0.2340966921119593,0.4838709677419355,0.13186813186813187,0.16901408450704225,0.06313131313131314,0.9008088548318433
Paige Voight,F,Metropolitan Riveters,0.050200803212851405,0.003875968992248062,0.12722646310432567,0.07741935483870968,0.09157509157509158,0.07511737089201878,0.16161616161616163,0.5517241379310345
Natalie Marcuzzi,F,Toronto Six,0.3640151515151515,0.06428571428571428,0.21071270473660914,0.3156565656565657,0.07816537467700259,0.21802325581395351,0.36432506887052346,0.819672131147541
Taylor Woods,F,Toronto Six,0.6681818181818182,0.13412698412698412,1.6624612660469233,0.20202020202020204,0.07816537467700259,0.11724806201550388,0.1349862258953168,3.0990690143695603
Mallory Rushton,F,Metropolitan Riveters,0.20080321285140562,0.09689922480620156,0.24332061068702288,0.2150537634408602,0.058608058608058615,0.3004694835680751,0.022727272727272724,0.38314176245210724
Theresa Knutson,F,Metropolitan Riveters,0.5140562248995983,0.18992248062015507,0.3804071246819338,0.3634408602150538,0.4432234432234432,0.3004694835680751,0.06313131313131314,0.43593018305661985
Taytum Clairmont,F,Toronto Six,0.06401515151515151,0.15555555555555556,0.4423048546554523,0.24444444444444444,0.10917312661498707,0.09689922480620156,0.08333333333333333,0.45426027120016194
Julie Allen,F,Toronto Six,0.003409090909090909,0.0031746031746031746,0.04603806994245241,0.012626262626262626,0.041343669250646,0.003875968992248062,0.06887052341597796,0.10362274843149161
Rebecca Russo,F,Metropolitan Riveters,0.09839357429718876,0.06201550387596899,0.4316157760814249,0.07741935483870968,0.13186813186813187,0.16901408450704225,0.06313131313131314,0.8620689655172414
Kate Leary,F,Metropolitan Riveters,0.20080321285140562,0.7596899224806203,0.8737277353689568,0.7763440860215054,0.7179487179487181,0.11737089201877936,0.06313131313131314,1.1072796934865898
Emily Fluke,F,Toronto Six,0.04583333333333334,0.02857142857142857,0.06396635679504206,0.04090909090909091,0.03165374677002584,0.03488372093023256,0.0440771349862259,0.1959117587532888
Mikyla Grant-Mentis,F,Toronto Six,0.9094696969696968,0.5785714285714285,0.6551571491810536,1.3136363636363635,0.4366925064599483,0.3875968992248062,0.24862258953168045,1.052823315118397
